,text,book,line,string
6195,iliad,23,459,ἄλλος ἐγώ δοκέω παροίτερος εἰμί ἵππος
6196,iliad,23,460,ἄλλος δή ἡνίοχος ἰνδάλλομαι ὁ δέ πού αὐτός
6197,iliad,23,461,βλάπτω ἐν πεδίον ὁ κεῖσε γε φέρτατος εἰμί
6198,iliad,23,462,ἤτοι γάρ ὁ πρῶτος εἶδον περί τέρμα βάλλω
6199,iliad,23,463,νῦν δή οὐ πη δύναμαι εἶδον πάντῃ δέ ἐγώ ὄσσε
6200,iliad,23,464,Τρωικός ἀνά πεδίον παπταίνω εἰσοράω
6201,iliad,23,465,ἤ ὁ ἡνίοχος φεύγω ἡνία οὐδέ δύναμαι
6202,iliad,23,466,εὖ ἔχω περί τέρμα καί οὐ τυγχάνω ἑλίσσω
6203,iliad,23,467,ἔνθα μιν ἐκπίπτω οἴομαι σύν ἑός ἅρμα ἄγνυμι
6204,iliad,23,468,ὁ δή ἐξερωέω ἐπεί μένος λαμβάνω θυμός
6205,iliad,23,469,ἀλλά εἶδον καί σύ ἀνασταδόν οὐδέ γάρ ἐγώ
6206,iliad,23,470,εὖ διαγιγνώσκω δοκέω δέ ἐγώ εἰμί ἀνήρ
6207,iliad,23,471,Αἰτωλός γενεά μετά ἑός Ἀργεῖος ἀνάσσω
6208,iliad,23,472,Τυδεύς ἱππόδαμος υἱός κρατερός Διομήδης
6209,iliad,23,473,ὁ δή αἰσχρός ἐνίπτω Ὀιλεύς ταχύς Αἴας
6210,iliad,23,474,Ἰδομενεύς τίς πάρος λαβρεύομαι ὁ δέ τις ἄνευθε
6211,iliad,23,475,ἵππος ἀερσίπους πολύς πεδίον δίεμαι
6212,iliad,23,476,οὔτε νεώτατος εἰμί μέτας Ἀργεῖος τοσοῦτος
6213,iliad,23,477,οὔτε σύ ὀξύς κεφαλή ἐκδέρκομαι ὄσσε
6214,iliad,23,478,ἀλλά ἀεί μῦθος λαβρεύομαι οὐδέ τίς σύ χρή
6215,iliad,23,479,λαβραγόρης εἰμί πάρειμι γάρ καί ἀμείνων ἄλλος
6216,iliad,23,480,ἵππος δή αὐτός εἰμί παροίτερος ὁ ὁ πάρος πέρ
6217,iliad,23,481,Εὔμηλος ἐν ζόν αὐτός ἔχω εὔληρος βαίνω
6218,iliad,23,482,ὁ δέ χολόω Κρής ἀγός ἀντίος αὐδάω
6219,iliad,23,483,Αἴας νεῖκος ἄριστος κακοφραδής ἄλλος τε πᾶς
6220,iliad,23,484,δεύω Ἀργεῖος ὅτι σύ νόος εἰμί ἀπηνής
6221,iliad,23,485,δεῦρο νῦν ἤ τρίπους περιδέω ἤ λέβης
6222,iliad,23,486,ἴστωρ δή Ἀτρείδης Ἀγαμέμνων τίθημι ἄμφω
6223,iliad,23,487,ὁπότερος πρόσθ ἵππος ἵνα γιγνώσκω ἀποτίνω
6224,iliad,23,488,ὡς φημί ὄρνυμι ζόν αὐτίκ Ὀιλεύς ταχύς Αἴας
6225,iliad,23,489,χώομαι χαλεπός ἀμείβω ἔπος
6226,iliad,23,490,καί νῦν ἄν δή προτέρω ἔτι ἔρις γίγνομαι ἀμφότερος
6227,iliad,23,491,εἰ μή Ἀχιλλεύς αὐτός ἀνίστημι καί φημί μῦθος
6228,iliad,23,492,μηκέτι νῦν χαλεπός ἀμείβω ἔπος
6229,iliad,23,493,Αἴας Ἰδομενεύς τε κακός ἐπεί οὐδέ ἔοικα
6230,iliad,23,494,καί δή ἄλλος νεμεσάω ὅστις τοιοῦτος γε ῥέζω
6231,iliad,23,495,ἀλλά σύ ἐν ἀγών κάθημαι εἰσοράω
6232,iliad,23,496,ἵππος ὁ δέ τίκτω αὐτός ἐπείγω περί νίκη
6233,iliad,23,497,ἐνθάδ ἔρχομαι τότε δέ γιγνώσκω ἕκαστος
6234,iliad,23,498,ἵππος Ἀργεῖος ὁ δεύτερος ὅς τε πάροιθε
6235,iliad,23,499,ὡς φημί Τυδείδης δέ μάλα σχεδόν ἔρχομαι διώκω
6236,iliad,23,500,μάστις δή ἀεί ἐλαύνω κατωμαδόν ὁ δέ ὁ ἵππος
6237,iliad,23,501,ὑψόσ ἀείρω ῥίμφα πράσσω κέλευθος
6238,iliad,23,502,ἀεί δή ἡνίοχος κονία ῥαθάμιγξ βάλλω
6239,iliad,23,503,ἅρμα δέ χρυσός πυκάζω κασσίτερος τε
6240,iliad,23,504,ἵππος ὠκύπους ἐπιτρέχω οὐδέ τις πολύς
6241,iliad,23,505,γίγνομαι ἐπίσωτρον ἁρματοτροχιά κατόπισθεν
6242,iliad,23,506,ἐν λεπτός κονία ὁ δέ σπεύδω πέτομαι
6243,iliad,23,507,ἵστημι δέ μέσος ἐν ἀγών πολύς ζόν ἀνακηκίω ἱδρώς
6244,iliad,23,508,ἵππος ἐκ τε λόφος καί ἀπό στέρνον χαμᾶζε
6245,iliad,23,509,αὐτός δή ἐκ δίφρος χαμαί θρῴσκω παμφανόων
6246,iliad,23,510,κλίνω δή ἄρα μάστιξ πρός ζυγόν οὐδέ ματάω
6247,iliad,23,511,ἴφθιμος Σθένελος ἀλλά ἐσσύμενος λαμβάνω ἆθλον
6248,iliad,23,512,δίδωμι δή ἄγω ἑταῖρος ὑπέρθυμος γυνή
6249,iliad,23,513,καί τρίπους ὠτώεις φέρω ὁ ζόν λύω ἑός ἵππος
6250,iliad,23,514,ὁ δή ἄρα ἐγώ Ἀντίλοχος Νηλεύς ἐλαύνω ἵππος
6251,iliad,23,515,κέρδος οὐ τις τάχος γε παραφθάνω Μενέλαος
6252,iliad,23,516,ἀλλά καί ὡς Μενέλαος ἔχω ἐγγύθεν ὠκύς ἵππος
6253,iliad,23,517,ὅσος δέ τροχός ἵππος ἀφίστημι ὅς ἄρα ἄναξ
6254,iliad,23,518,ἕλκω πεδίον τιταίνω σύν ὄχος
6255,iliad,23,519,ὁ μέν τε ψαύω ἐπίσωτρον θρίξ ἄκρος
6256,iliad,23,520,οὐραῖος ὁ δέ τις ἄγχι μάλα τρέχω οὐδέ τις πολύς
6257,iliad,23,521,χώρα μεσηγύ πολύς πεδίον θέω
6258,iliad,23,522,τόσος δή Μενέλαος ἀμύμων Ἀντίλοχος
6259,iliad,23,523,λείπω ἀτάρ ὁ πρῶτος καί εἰς δίσκουρα λείπω
6260,iliad,23,524,ἀλλά μιν αἶψα κιχάνω ὀφέλλω γάρ μένος ἐύς
6261,iliad,23,525,ἵππος ὁ Ἀγαμεμνόνεος καλλίθριξ Αἴθη
6262,iliad,23,526,εἰ δέ ἐκ ἔτι προτέρω γίγνομαι δρόμος ἀμφότερος
6263,iliad,23,527,τῷ ἄν μιν παρέλασσ οὐ ἀμφήριστος τίθημι
6264,iliad,23,528,ἀτάρ Μηριόνης θεράπων ἐύς Ἰδομενεύς
6265,iliad,23,529,λείπω ἀγακλεής Μενέλαος δόρυ ἐρωή
6266,iliad,23,530,βάρδιστος μέν γάρ ἕ εἰμί καλλίθριξ ἵππος
6267,iliad,23,531,ἤκιστος δι εἰμί αὐτός ἐλαύνω ἅρμ ἐν ἀγών
6268,iliad,23,532,υἱός δή Ἄδμητος πανύστατος ἔρχομαι ἄλλος
6269,iliad,23,533,ἕλκω ἅρμα καλός ἐλαύνω πρόσωθεν ἵππος
6270,iliad,23,534,ὁ δέ εἶδον οἰκτείρω ποδαρκής δῖος Ἀχιλλεύς
6271,iliad,23,535,ἵστημι δή ἄρα ἐν Ἀργεῖος ἔπος πτερόεις ἀγορεύω ε
6272,iliad,23,536,λοῖσθος ἀνήρ ἄριστος ἐλαύνω μῶνυξ ἵππος
6273,iliad,23,537,ἀλλά ἄγε δή ἕ δίδωμι ἄθλιος ὡς ἐπιεικής
6274,iliad,23,538,δεύτερ ἀτάρ ὁ πρῶτος φέρω Τυδεύς υἱός
6275,iliad,23,539,ὡς φημί ὁ δή ἄρα πᾶς ἐπαινέω ὡς κελεύω
6276,iliad,23,540,καί νῦν ἄν ἕ πόρω ἵππος ἐπαινέω γάρ Ἀχαιός
6277,iliad,23,541,εἰ μή ἄρα Ἀντίλοχος μεγάθυμος Νέστωρ υἱός
6278,iliad,23,542,Πηλείδης Ἀχιλλεύς δίκη ἀμείβω ἀνίστημι
6279,iliad,23,543,ὦ Ἀχιλλεύς μάλα σύ χολόω εἰ ἄν τελέω
6280,iliad,23,544,οὗτος ἔπος μέλλω γάρ ἀφαιρέω ἆθλον
6281,iliad,23,545,ὁ φρονέω ὅτι ἕ βλάπτω ἅρμα καί ταχύς ἵππος
6282,iliad,23,546,αὐτός τ ἐσθλός εἰμί ἀλλ ὀφείλω ἀθάνατος
6283,iliad,23,547,εὔχομαι ὁ ἄν οὐ τις πανύστατος ἔρχομαι διώκω
6284,iliad,23,548,εἰ δέ μιν οἰκτείρω καί σύ φίλος πέλω θυμός
6285,iliad,23,549,ἐγώ τοι ἐν κλισία χρυσός πολύς εἰμί δέ χαλκός
6286,iliad,23,550,καί πρόβα εἰμί δέ σύ δμωή καί μῶνυξ ἵππος
6287,iliad,23,551,ὁ ἕ ἔπος ἀναιρέω δίδωμι καί μέγας ἆθλον
6288,iliad,23,552,ἤ καί αὐτίκα νῦν ἵνα σ αἰνέω Ἀχαιός
6289,iliad,23,553,ὁ δή ἐγώ οὐ δίδωμι περί ζόν αὐτός πειράω
6290,iliad,23,554,ἀνήρ ὅς ἐκ ἐθέλω ἐγώ χείρ μάχομαι
6291,iliad,23,555,ὡς φημί μειδάω δέ ποδαρκής δῖος Ἀχιλλεύς
6292,iliad,23,556,χαίρω Ἀντίλοχος ὅτι ἕ φίλος εἰμί ἑταῖρος
6293,iliad,23,557,καί μιν ἀμείβω ἔπος πτερόεις προσαυδάω
6294,iliad,23,558,Ἀντίλοχ εἰ μέν δή ἐγώ κελεύω οἴκοθεν ἄλλος
6295,iliad,23,559,Εὔμηλος ἐπιδίδωμι ἐγώ δέ ἄν καί ὁ τελέω
6296,iliad,23,560,δίδωμι ἕ θώραξ ὁ Ἀστεροπαῖος ἀπαυράω
6297,iliad,23,561,χάλκεος ὅς περί χεῦμα φαεινός κασσίτερος
6298,iliad,23,562,ἀμφιδινέομαι πολύς δέ ἕ ἄξιος εἰμί
6299,iliad,23,563,ἠμί ἄρα καί Αὐτομέδων φίλος κελεύω ἑταῖρος
6300,iliad,23,564,φέρω κλισίηθεν ὁ ζόν οἴχομαι καί ἕ φέρω
6301,iliad,23,565,Εὔμηλος δή ἐν χείρ τίθημι ὁ δέ δέχομαι χαίρω
6302,iliad,23,566,ὁ δέ καί Μενέλαος ἀνίστημι θυμός ἀχεύω
6303,iliad,23,567,Ἀντίλοχος ἄμοτον χολόω ἐν ζόν ἄρα κῆρυξ
6304,iliad,23,568,χείρ σκῆπτρον τίθημι σιωπάω τε κελεύω
6305,iliad,23,569,Ἀργεῖος ὁ δή ἔπειτα μεταυδάω ἰσόθεος φώς
6306,iliad,23,570,Ἀντίλοχος πρόσθεν πέπνυμαι ποῖος ῥέζω
6307,iliad,23,571,αἰσχύνω μέν ἐμός ἀρετή βλάπτω δέ ἐγώ ἵππος
6308,iliad,23,572,ὁ σός πρόσθεν βάλλω ὅς τοι πολύς χείρων εἰμί
6309,iliad,23,573,ἀλλά ἄγω Ἀργεῖος ἡγήτωρ ἠδέ μέδων
6310,iliad,23,574,εἰς μέσος ἀμφότερος δικάζω μή ἑός ἐπ ἀρωγή
6311,iliad,23,575,μή ποτέ τις εἶπον Ἀχαιός χαλκοχίτων
6312,iliad,23,576,Ἀντίλοχος ψεῦδος βιάω Μενέλαος
6313,iliad,23,577,οἴχομαι ἵππος ἄγω ὅτι ἕ πολύς χείρων εἰμί
6314,iliad,23,578,ἵππος αὐτός δέ κρείσσων ἀρετή τε βία τε
6315,iliad,23,579,εἰ δή ἄγω ἐγώ αὐτός δικάζω καί ὅς οὐ τις φημί
6316,iliad,23,580,ἄλλος ἐπιπλήσσω Δαναοί ἰθύς γάρ εἰμί
6317,iliad,23,581,Ἀντίλοχ εἰ δι ἄγε δεῦρο Διοτρεφής ὁ θέμις εἰμί
6318,iliad,23,582,ἵστημι ἵππος προπάροιθε καί ἅρμα ἀτάρ ἱμάνω
6319,iliad,23,583,χείρ ἔχω ῥαδινός ᾗ πέρ ὁ πρόσθεν λαύνω
6320,iliad,23,584,ἵππος ἅπτω γαιήοχος Ἐννοσίγαιος
6321,iliad,23,585,ὄμνυμι μή μέν ἑκών ὁ ἐμός δόλος ἅρμα πεδάννυμι
6322,iliad,23,586,ὁ δή αὖτ Ἀντίλοχος πέπνυμαι ἀντίος αὐδάω
6323,iliad,23,587,ἀνέχω νῦν πολύς γάρ ἐγώ νεοτερός εἰμί
6324,iliad,23,588,σύ ἄναξ Μενέλαος σύ δέ πρότερος καί ἀρείων
6325,iliad,23,589,οἶσθ οἷος νέος ἀνήρ ὑπερβασία τελέθω
6326,iliad,23,590,κραιπνότερος μέν γάρ τε νόος λεπτός δέ τε μῆτις
6327,iliad,23,591,τῷ σύ ἐπιτλῆναι καρδία ἵππος δέ σύ αὐτός
6328,iliad,23,592,δίδωμι ὁ αἴρω εἰ καί νῦν ἄν οἴκοθεν ἄλλος
6329,iliad,23,593,μέγας ἐπαιτέω ἄφαρ ἄν σύ αὐτίκα δίδωμι
6330,iliad,23,594,βούλομαι ἤ σύ γε διοτρεφής ἦμαρ πᾶς
6331,iliad,23,595,ἐκ θυμός πίπτω καί δαίμων εἰμί ἀλιτρός
6332,iliad,23,596,ἠμί ἄρα καί ἵππος ἄγω μεγάθυμος Νέστωρ υἱός
6333,iliad,23,597,ἐν χείρ τίθημι Μενέλαος ὁ δέ θυμός
6334,iliad,23,598,ἰαίνω ὡς εἰ τε περί στάχυς ἔρσα
6335,iliad,23,599,ληίων ἀλδέκω ὅτε φρίσσω ἄρουρα
6336,iliad,23,600,ὡς ἄρα σύ Μενέλαος μετά φρήν θυμός ἰαίνω
6337,iliad,23,601,καί μιν φωνέω ἔπος πτερόεις προσαυδάω
6338,iliad,23,602,Ἀντίλοχος νῦν μέν σύ ἐγώ ὑποείγνυμι αὐτός
6339,iliad,23,603,χώομαι ἐπεί οὐ τις παρήορος εἰμί ἀεσίφρων
6340,iliad,23,604,εἰμί πάρος νῦν αὖτε νόος νικάω νεοίη
6341,iliad,23,605,δεύτερος αὖτ ἀλέομαι ἀμείνων ἠπεροπεύω
6342,iliad,23,606,οὐ γάρ ἄν ἐγώ τάχ ἄλλος ἀνήρ παραπείθω Ἀχαιός
6343,iliad,23,607,ἀλλά σύ γάρ δή πολύς πανθάνομαι καί πολύς μογέω
6344,iliad,23,608,σός τε πατήρ ἀγαθός καί ἀδελφός ἕνω ἐγώ
6345,iliad,23,609,τῷ τοι λίσσομαι ἐπιπείθομαι ἠδέ καί ἵππος
6346,iliad,23,610,δίδωμι ἐμός πέρ εἰμί ἵνα γιγνώσκω καί ὅδε
6347,iliad,23,611,ὡς ἐμός οὐ ποτέ θυμός ὑπερφίαλος καί ἀπηνής
6348,iliad,23,612,ἠμί ἄρα καί Ἀντίλοχος Νοήμων δίδωμι ἑταῖρος
6349,iliad,23,613,ἵππος ἄγω ὁ ζόν ἔπειτα λέβηθ αἱρέω παμφανόων
6350,iliad,23,614,Μηριόνης δή ἀναείρω δύο χρυσός τάλαντον
6351,iliad,23,615,τέταρτος ὡς ἐλαύνω πέμπτος ζόν ὑπελείπω ἆθλον
6352,iliad,23,616,ἀμφίθετος φιάλη ὁ Νέστωρ δίδωμι Ἀχιλλεύς
6353,iliad,23,617,Ἀργεῖος ἀν ἀγών φέρω καί εἶπον παρίστημι
6354,iliad,23,618,τῆ νῦν καί σύ οὗτος γέρων κειμήλιον εἰμί
6355,iliad,23,619,Πάτροκλος τάφος μιμνήσκω εἰμί οὐ γάρ ἔτι αὐτός
6356,iliad,23,620,ὁράω ἐν Ἀργεῖος δίδωμι δέ τοι ὅς ἆθλον
6357,iliad,23,621,αὔτως οὐ γάρ πύξ γε μάχομαι οὐδέ παλαίω
6358,iliad,23,622,οὐ ἔτι ἀκοντιστύς εἰσδύνω οὐδέ πούς
6359,iliad,23,623,θέω ἤδη γάρ χαλεπός κατά γῆρας ἐπείγω
6360,iliad,23,624,ὡς εἶπον ἐν χείρ τίθημι ὁ ζόν δέχομαι χαίρω
6361,iliad,23,625,καί μιν φωνέω ἔπος πτερόεις προσαυδάω
6362,iliad,23,626,ναί δή οὗτος γε πᾶς τέκος κατά μοῖρα εἶπον
6363,iliad,23,627,οὐ γάρ ἐάω ἔμπεδος γυῖον φίλος πούς οὐδέ τις χείρ
6364,iliad,23,628,ὦμος ἀμφοτέρωθεν ἐπαίσσω ἐλαφρός
6365,iliad,23,629,εἴθ ὡς ἡβάω βία τε ἐγώ ἔμπεδος εἰμί
6366,iliad,23,630,ὡς ὁπότε κρείοντ Ἀμαρυγκεύς θάπτω Ἐπειός
6367,iliad,23,631,Βουπράσιον παῖς ζόν τίθημι βασιλεύς ἆθλον
6368,iliad,23,632,ἔνθ οὐ τις ἐγώ ὅμοιος ἀνήρ γίγνομαι οὖς ἄρα Ἐπειός
6369,iliad,23,633,οὐτόω αὐτός Πύλιος οὐτόω Αἰτωλός μεγάθυμος
6370,iliad,23,634,πύξ μέν νικάω Κλυτομήδης Ἤνοπος υἱός
6371,iliad,23,635,Ἀγκαῖος δέ πάλη Πλευρώνιος ὅς ἐγώ ἀνίστημι
6372,iliad,23,636,Ἴφικλος δέ πούς παρατρέχω ἐσθλός εἰμί
6373,iliad,23,637,δόρυ δή ὑπερβάλλω Φυλεύς τε καί Πολύδωρος
6374,iliad,23,638,οἶος ἄν ἵππος παρελαύνω Ἀκτόριον ε
6375,iliad,23,639,πλῆθος πρόσθεν βάλλω ἄγαμαι περί νίκη
6376,iliad,23,640,οὕνεκα δή ὁ μέγας παρός αὐτόθι λείπω ἆθλον
6377,iliad,23,641,ὁ δή ἄρα εἰμί δίδυμος ὁ μέν ἔμπεδος ἡνιοχεύω
6378,iliad,23,642,ἔμπεδος ἡνιοχεύω ὁ ἑός ἄρα μάστιξ κελεύω
6379,iliad,23,643,ὡς ποτ ἔον νῦν αὖτε νέος ἀντιάω
6380,iliad,23,644,ἔργον τοιοῦτος ἐγώ δέ χρή γῆρας λυγρός
6381,iliad,23,645,πείθω τότε ζόν αὖτε μεταπρέπω ἥρως
6382,iliad,23,646,ἀνίημι εἶμι καί σός ἑταῖρος ἆθλος κτερείζω
6383,iliad,23,647,οὗτος δή ἐγώ πρόφρων δέχομαι χαίρω δέ ἐγώ ἦτορ
6384,iliad,23,648,ὡς ἐγώ ἀεί μιμνήσκω ἐνηής οὐδέ σύ λανθάνω
6385,iliad,23,649,τιμή ὅς τε ὅς ἔοικα τιμάω μέτας Ἀχαιός
6386,iliad,23,650,σύ δέ θεός ὅδε ἀντί χάρις μενοεικής δίδωμι
6387,iliad,23,651,ὡς φημί Πηλείδης δέ πολύς κατά ὅμιλος Ἀχαιός
6388,iliad,23,652,ἕχε ἐπεί πάν αἶνος ἐπικλύω Νηλεύς
6389,iliad,23,653,ἀτάρ ὁ πυγμαχία ἀλεγεινός τίθημι ἆθλον
6390,iliad,23,654,ἡμίονος ταλαεργός ἄγω καταδέω ἐν ἀγών
6391,iliad,23,655,ἱκνέομαι ἄδμητος ὅς τ ἄλγιστος δαμάζω
6392,iliad,23,656,ὁ δή ἄρα νικάω τίθημι δέπας ἀμφικύπελλος
6393,iliad,23,657,ἵστημι δή ὀρθός καί μῦθος ἐν Ἀργεῖος εἶπον
6394,iliad,23,658,Ἀτρείδης τε καί ἄλλος ἐυκνήμις Ἀχαιός
6395,iliad,23,659,ἀνήρ δύο περί ὅδε κελεύω ὅς πέρ ἄριστος
6396,iliad,23,660,πύξ μάλ ἀνέχω πλήσσω ὅς δέ ἐκ Ἀπόλλων
6397,iliad,23,661,δίδωμι καμμονίη γιγνώσκω δέ πᾶς Ἀχαιός
6398,iliad,23,662,ἡμίονος ταλαεργός ἄγω κλισία δέ νέομαι
6399,iliad,23,663,ἀτάρ ὁ νικάω δέπας φέρω ἀμφικύπελλος
6400,iliad,23,664,ὡς φημί ὄρνυμι ζόν αὐτίκ ἀνήρ ἠΰς τε μέγας τε
6401,iliad,23,665,οἶδα πυγμαχία υἱός Πανοπεύς Ἐπειός
6402,iliad,23,666,ἅπτω δή ἡμίονος ταλαεργός φωνέω τε
6403,iliad,23,667,ἆσσον εἶμι ὅς τις δέπας φέρω ἀμφικύπελλος
6404,iliad,23,668,ἡμίονος δή οὐ φημί τιν ἄγω ἄλλος Ἀχαιός
6405,iliad,23,669,πυγμή νικάω ἐπεί εὔχομαι εἰμί ἄριστος
6406,iliad,23,670,ἦ οὐ ἅλις ὅτι μάχη ἐπιδεύομαι οὐ ἄρα πως εἰμί
6407,iliad,23,671,ἐν πᾶς ἔργον δαήμων φώς γίγνομαι
6408,iliad,23,672,ὧδε γάρ ἐξερέω ὁ δέ καί τελέω εἰμί
6409,iliad,23,673,ἀντικρύ χρώς τε ῥήγνυμι σύν τ ὀστέ ἀράσσω
6410,iliad,23,674,κηδεμών δέ ἕ ἐνθά ζόν ἀολλής αὖθι μένω
6411,iliad,23,675,ὅς ἄν μιν ἐκφέρω ἐμός ὑπό χείρ δαμάζω
6412,iliad,23,676,ὡς φημί ὁ δή ἄρα πᾶς ἀκήν γίγνομαι σιωπή
6413,iliad,23,677,Εὐρύαλος δέ ἕ οἶος ἀνίστημι ἰσόθεος φώς
6414,iliad,23,678,Μηκιστεύς υἱός Ταλαϊονίδης ἄναξ
6415,iliad,23,679,ὅς ποτέ Θῆβαι ζόν ἔρχομαι δούπομαι Οἰδίπους
6416,iliad,23,680,εἰς τάφος ἔνθα δέ πᾶς νικάω Καδμεῖος
6417,iliad,23,681,ὁ μέν Τυδείδης δόρυ κλυτός ἀμφιπονέομαι
6418,iliad,23,682,θαρσύνω ἔπος μέγας ζόν αὐτός βούλομαι νίκη
6419,iliad,23,683,ζῶμα δέ ἕ πρῶτος παρακαταβάλλω ἀτάρ ἔπειτα
6420,iliad,23,684,δίδωμι ἱμάς ἐύτμητος βοῦς ἄγραυλος
6421,iliad,23,685,ὁ δέ ζώννυμι βαίνω εἰς μέσος ἀγών
6422,iliad,23,686,ἄντα δή ἀνέχω χείρ στιβαρός ἵημι ἄμφω
6423,iliad,23,687,σύν ἄων πίπτω σύν δέ σφεῖς βαρύς χείρ μίγνυμι
6424,iliad,23,688,δεινός δέ χρόμαδος γένυς γένετ ῥέω ζόν ἱδρώς
6425,iliad,23,689,πάντοθεν ἐκ μέλος ἐπί ζόν ὄρνυμι δῖος Ἐπειός
6426,iliad,23,690,κόπτω δέ παπταίνω παρήιον οὐ ἄρα ἔτι δήν
6427,iliad,23,691,ἵστημι αὐτοῦ γάρ ὑπερείπω φαίδιμος γυῖον
6428,iliad,23,692,ὡς δι ὅθ ὑπό φρίξ Βορέας ἀναπάλλω ἰχθύς
6429,iliad,23,693,θίν ἐν φυκιόεις μέλας δέ ἕ κῦμα καλύπτω
6430,iliad,23,694,ὡς πλήσσω ἀναπάλλω ἀτάρ μεγάθυμος Ἐπειός
6431,iliad,23,695,χείρ λαμβάνω ὀρθόω φίλος ζόν ἀμφίστημι ἑταῖρος
6432,iliad,23,696,ὅς μιν ἄγω διά ἀγών ἐφέλκω πούς
6433,iliad,23,697,αἷμα παχύς πτύω κάρα βάλλω ἑτέρωσε
6434,iliad,23,698,κατά δή ἀλλοφρονέω μετά σφεῖς ἵζω ἄγω
6435,iliad,23,699,αὐτός δή οἴχομαι κομίζω δέπας ἀμφικύπελλος
6436,iliad,23,700,Πηλείδης δή αἶς ἄλλος κατά τρίτος τίθημι ἆθλον
6437,iliad,23,701,δείκνυμι Δαναοί παλαισμόσύνη ἀλεγεινός
6438,iliad,23,702,ὁ μέν νικάω μέγας τρίπους ἐμπυριβήτης
6439,iliad,23,703,ὁ δέ δωδεκάβοιος ἐν σφεῖς τίω Ἀχαιός
6440,iliad,23,704,ἀνήρ δέ νικάω γυνή εἰς μέσος τίθημι
6441,iliad,23,705,πολύς δή ἐπίσταμαι ἔργον τίω δέ ἕ τεσσαράβοιος
6442,iliad,23,706,ἵστημι δή ὀρθός καί μῦθος ἐν Ἀργεῖος εἶπον
6443,iliad,23,707,ὄρνυμι ὁ καί οὗτος ἆθλος πειράω
6444,iliad,23,708,ὡς φημί ὄρνυμι δάω ἔπειτα μέγας Τελαμώνιος Αἴας
6445,iliad,23,709,ἀνά δή Ὀδυσσεύς πολύμητις ἀνίστημι κέρδος οἶδα
6446,iliad,23,710,ζώννυμι δή ἄρα ὁ γε βαίνω εἰς μέσος ἀγών
6447,iliad,23,711,ἀγκάς διδ ἀλλήλων λαμβάνω χείρ στιβαρός
6448,iliad,23,712,ὡς ὅτε ἀμείβω ὁ τε κλυτός ἀραρίσκω τέκτων
6449,iliad,23,713,δῶμα ὑψηλός βία ἄνεμος ἀλεείνω
6450,iliad,23,714,τρίζω δή ἄρα νῶτον θρασύς ἀπό χείρ
6451,iliad,23,715,ἕλκω στερεός κατά δέ νότιος ῥέω ἱδρώς
6452,iliad,23,716,πυκνός δέ σμῶδιξ ἀνά πλευρά τε καί ὦμος
6453,iliad,23,717,αἷμα φοινικόεις ἀνατρέχω ὁ δέ μαλθάνω ἀεί
6454,iliad,23,718,νίκη ἵημι τρίπους περί ποιητός
6455,iliad,23,719,οὐτ Ὀδυσσεύς δύναμαι σφάλλω οὖδας τε πελάζω
6456,iliad,23,720,οὐτ Αἴας δύναμαι κρατερός ζόν ἔχω ἴς Ὀδυσσεύς
6457,iliad,23,721,ἀλλά ὅτε δή ὅς ἀνιάζω ἐυκνήμις Ἀχαιός
6458,iliad,23,722,δή τότε μιν προσεῖπον μέγας Τελαμώνιος Αἴας
6459,iliad,23,723,διογενής Λαερτιάδης πολυμήχης Ὀδυσσεύς
6460,iliad,23,724,ἤ μ ἀναίρω ἤ ἐγώ σύ ὁ ἑός αὖ Ζεύς πᾶς μέλω
6461,iliad,23,725,ὡς εἶπον ἀναείρω δόλος ἑός οὐ λανθάνω Ὀδυσσεύς
6462,iliad,23,726,πόψ ὄπισθεν κώληψ τυγχάνω ὑπολύω δέ γυῖον
6463,iliad,23,727,κατά δή βάσκω ἐξοπίσω ἐπί δέ στῆθος Ὀδυσσεύς
6464,iliad,23,728,καταπίπτω λαός δή αὖ θεάομαι τε θαμβέω τε
6465,iliad,23,729,δεύτερος οὐτ ἀναείρω πολύτλας δῖος Ὀδυσσεύς
6466,iliad,23,730,κινέω δή ἄρα τυτθός ἀπό χθών οὐ εἷς ἀείρω
6467,iliad,23,731,ἐν δέ γόνυ γνάμπτω ἐπί δέ χθών καταπίπτω ἄμφω
6468,iliad,23,732,πλησίος ἀλλήλων μιαίνω δέ κονία
6469,iliad,23,733,καί νῦν ἄν ὁ τρίτος αὖθις ἀναίσσω παλαίω
6470,iliad,23,734,εἰ μή Ἀχιλλεύς αὐτός ἀνίστημι καί κατερύκω
6471,iliad,23,735,μηκέτ ἐρείδω μή δέ τρίβω κακός
6472,iliad,23,736,νίκη δή ἀμφότερος ἀέθλιον ἑός ἴς ἀναιρέω
6473,iliad,23,737,ἔρχομαι ὄφρα καί ἄλλος ἀθλεύω Ἀχαιός
6474,iliad,23,738,ὡς φημί ὁ δή ἄρα ὁ μάλα μέν κλύω ἠδέ πείθω
6475,iliad,23,739,καί ὅς ἀπομοράω κονία δύω χιτών
6476,iliad,23,740,Πηλείδης δή αἶς ἄλλος τίθημι ταχυτής ἆθλον
6477,iliad,23,741,ἀργύρεος κρατήρ τεύχω ἕξ ἑός ἄρα μέτρον
6478,iliad,23,742,χαίνω ἀτάρ κάλλος νικάω πᾶς εἷς αἶα
6479,iliad,23,743,πολύς ἐπεί Σιδών πολυδαίδαλος εὖ ἀσκέω
